T,Vgs,Vds,Id,Cgs,Cgd,Cds
350.0,10.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
350.0,10.0,100.0,1.7003681388930165,1.15e-13,0.0,8.337470009355456e-14
350.0,10.0,200.0,2.8339468981550278,1.15e-13,0.0,5.90575374144646e-14
350.0,10.0,300.0,3.9675256574170383,1.15e-13,0.0,4.824833223044731e-14
350.0,10.0,400.0,5.10110441667905,1.15e-13,0.0,4.1796445423175375e-14
350.0,10.0,500.0,6.23468317594106,1.15e-13,0.0,3.739040973516833e-14
350.0,10.0,600.0,7.368261935203072,1.15e-13,0.0,3.413659534382498e-14
350.0,10.0,700.0,8.501840694465082,1.15e-13,0.0,3.16069770620507e-14
350.0,10.0,800.0,9.635419453727094,1.15e-13,0.0,2.956746597759446e-14
350.0,12.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
350.0,12.5,100.0,2.7629698921560717,1.15e-13,0.0,8.337470009355456e-14
350.0,12.5,200.0,4.60494982026012,1.15e-13,0.0,5.90575374144646e-14
350.0,12.5,300.0,6.446929748364168,1.15e-13,0.0,4.824833223044731e-14
350.0,12.5,400.0,8.288909676468215,1.15e-13,0.0,4.1796445423175375e-14
350.0,12.5,500.0,10.130889604572264,1.15e-13,0.0,3.739040973516833e-14
350.0,12.5,600.0,11.972869532676311,1.15e-13,0.0,3.413659534382498e-14
350.0,12.5,700.0,13.814849460780358,1.15e-13,0.0,3.16069770620507e-14
350.0,12.5,800.0,15.656829388884407,1.15e-13,0.0,2.956746597759446e-14
350.0,15.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
350.0,15.0,100.0,4.082238735579286,1.15e-13,0.0,8.337470009355456e-14
350.0,15.0,200.0,6.803731225965476,1.15e-13,0.0,5.90575374144646e-14
350.0,15.0,300.0,9.525223716351666,1.15e-13,0.0,4.824833223044731e-14
350.0,15.0,400.0,12.246716206737856,1.15e-13,0.0,4.1796445423175375e-14
350.0,15.0,500.0,14.968208697124046,1.15e-13,0.0,3.739040973516833e-14
350.0,15.0,600.0,17.689701187510238,1.15e-13,0.0,3.413659534382498e-14
350.0,15.0,700.0,20.411193677896428,1.15e-13,0.0,3.16069770620507e-14
350.0,15.0,800.0,23.132686168282618,1.15e-13,0.0,2.956746597759446e-14
350.0,17.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
350.0,17.5,100.0,5.658174669162658,1.15e-13,0.0,8.337470009355456e-14
350.0,17.5,200.0,9.430291115271098,1.15e-13,0.0,5.90575374144646e-14
350.0,17.5,300.0,13.202407561379538,1.15e-13,0.0,4.824833223044731e-14
350.0,17.5,400.0,16.974524007487975,1.15e-13,0.0,4.1796445423175375e-14
350.0,17.5,500.0,20.746640453596417,1.15e-13,0.0,3.739040973516833e-14
350.0,17.5,600.0,24.518756899704854,1.15e-13,0.0,3.413659534382498e-14
350.0,17.5,700.0,28.290873345813292,1.15e-13,0.0,3.16069770620507e-14
350.0,17.5,800.0,32.06298979192173,1.15e-13,0.0,2.956746597759446e-14
350.0,20.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
350.0,20.0,100.0,7.490777692906189,1.15e-13,0.0,8.337470009355456e-14
350.0,20.0,200.0,12.484629488176981,1.15e-13,0.0,5.90575374144646e-14
350.0,20.0,300.0,17.478481283447774,1.15e-13,0.0,4.824833223044731e-14
350.0,20.0,400.0,22.472333078718567,1.15e-13,0.0,4.1796445423175375e-14
350.0,20.0,500.0,27.46618487398936,1.15e-13,0.0,3.739040973516833e-14
350.0,20.0,600.0,32.46003666926015,1.15e-13,0.0,3.413659534382498e-14
350.0,20.0,700.0,37.45388846453095,1.15e-13,0.0,3.16069770620507e-14
350.0,20.0,800.0,42.44774025980173,1.15e-13,0.0,2.956746597759446e-14
375.0,0.0,0.0,0.0,0.0,0.0,1e-12
375.0,0.0,100.0,0.0,0.0,0.0,8.337470009355456e-14
375.0,0.0,200.0,0.0,0.0,0.0,5.90575374144646e-14
375.0,0.0,300.0,0.0,0.0,0.0,4.824833223044731e-14
375.0,0.0,400.0,0.0,0.0,0.0,4.1796445423175375e-14
375.0,0.0,500.0,0.0,0.0,0.0,3.739040973516833e-14
375.0,0.0,600.0,0.0,0.0,0.0,3.413659534382498e-14
375.0,0.0,700.0,0.0,0.0,0.0,3.16069770620507e-14
375.0,0.0,800.0,0.0,0.0,0.0,2.956746597759446e-14
375.0,2.5,0.0,0.0,2.3e-13,1.15e-13,1e-12
375.0,2.5,100.0,0.05040611516919353,1.15e-13,0.0,8.337470009355456e-14
375.0,2.5,200.0,0.08401019194865589,1.15e-13,0.0,5.90575374144646e-14
375.0,2.5,300.0,0.11761426872811823,1.15e-13,0.0,4.824833223044731e-14
375.0,2.5,400.0,0.1512183455075806,1.15e-13,0.0,4.1796445423175375e-14
375.0,2.5,500.0,0.18482242228704293,1.15e-13,0.0,3.739040973516833e-14
375.0,2.5,600.0,0.2184264990665053,1.15e-13,0.0,3.413659534382498e-14
375.0,2.5,700.0,0.25203057584596766,1.15e-13,0.0,3.16069770620507e-14
375.0,2.5,800.0,0.28563465262543,1.15e-13,0.0,2.956746597759446e-14
375.0,5.0,0.0,0.0,2.3e-13,1.15e-13,1e-12
375.0,5.0,100.0,0.3188684365478185,1.15e-13,0.0,8.337470009355456e-14
375.0,5.0,200.0,0.5314473942463641,1.15e-13,0.0,5.90575374144646e-14
375.0,5.0,300.0,0.7440263519449097,1.15e-13,0.0,4.824833223044731e-14
375.0,5.0,400.0,0.9566053096434555,1.15e-13,0.0,4.1796445423175375e-14
375.0,5.0,500.0,1.169184267342001,1.15e-13,0.0,3.739040973516833e-14
375.0,5.0,600.0,1.3817632250405467,1.15e-13,0.0,3.413659534382498e-14
